Table,,,,
Marks ,GP,Grade,,
,,,0.80,Zero point eight
,,,0.80,Zero point eight
,,,0.80,Zero point eight
,,,0.80,Zero point eight
,,,0.80,Zero point eight
,,,0.80,Zero point eight
,,,0.80,Zero point eight
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.81,Zero point eight one
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.82,Zero point eight two
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.83,Zero point eight three
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.84,Zero point eight four
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.85,Zero point eight five
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.86,Zero point eight six
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.87,Zero point eight seven
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.88,Zero point eight eight
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.89,Zero point eight nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.90,Zero point nine
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.91,Zero point nine one
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.92,Zero point nine two
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.93,Zero point nine three
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.94,Zero point nine four
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.95,Zero point nine five
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.96,Zero point nine six
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.97,Zero point nine seven
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.98,Zero point nine eight
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,0.99,Zero point nine nine
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.00,One point zero
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.01,One point zero one
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.02,One point zero two
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.03,One point zero three
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.04,One point zero four
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.05,One point zero five
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.06,One point zero six
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.07,One point zero seven
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.08,One point zero eight
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.09,One point zero nine
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.10,One point one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.11,One point one one
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.12,One point one two
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.13,One point one three
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.14,One point one four
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.15,One point one five
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.16,One point one six
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.17,One point one seven
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.18,One point one eight
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.19,One point one nine
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.20,One point two
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.21,One point two one
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.22,One point two two
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.23,One point two three
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.24,One point two four
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.25,One point two five
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.26,One point two six
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.27,One point two seven
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.28,One point two eight
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.29,One point two nine
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.30,One point three
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.31,One point three one
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.32,One point three two
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.33,One point three three
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.34,One point three four
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.35,One point three five
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.36,One point three six
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.37,One point three seven
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.38,One point three eight
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.39,One point three nine
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.40,One point four
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.41,One point four one
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.42,One point four two
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.43,One point four three
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.44,One point four four
,,,1.45,One point four five
,,,1.45,One point four five
,,,1.45,One point four five
,,,1.45,One point four five
,,,1.45,One point four five
